run_id,git_sha,prompt_version,suite,eval_type,ticker,question_id,question,faithfulness,structure,correctness,analyst_logic,composite,cosine,tool_call_ok,hallucination_ok,verdict_label_consistent,elapsed_ms
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,golden,,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,8,0.3891,1,1,,18852
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,9,0.3753,1,1,,7160
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,7,0.3815,1,1,,46310
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,golden,,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,8,0.28,1,1,,6140
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,golden,,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,9,0.4569,1,1,,11782
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,golden,,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,8,0.562,1,1,,9219
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,golden,,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,8,0.4865,1,1,,13480
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,,0.2508,1,1,,1603
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,,0.1917,1,1,,4045
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,,0.2344,1,1,,3385
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,,0.2108,1,1,,3891
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,,0.1617,1,1,,1732
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,,0.2095,1,1,,2623
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,,0.2517,1,1,,2441
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,,0.2444,1,1,,3743
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,,0.2238,1,1,,3513
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,META,meta-news,What's driving recent META headlines?,,,,,,0.2573,1,1,,2817
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,,0.1963,1,1,,3941
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,,0.1657,1,1,,4032
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,,0.2604,1,1,,3604
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,V,v-combined,Give me a balanced thesis on V right now.,,,,,,0.2525,1,1,,2508
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,,0.2779,1,1,,3621
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,,0.2046,1,1,,3504
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,,0.0,0,0,,548
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,,0.2856,1,1,,2806
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,,0.3789,1,1,,1601
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,,0.2252,1,1,,1978
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,,0.2561,1,1,,405
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,golden,,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,,0.1618,1,1,,1725
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,5,0.5327,1,1,,5072
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,5,0.3875,1,1,,3727
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,5,0.3893,1,1,,24828
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,7,0.4785,1,1,,28315
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,3,0.4579,1,1,,21279
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,8,0.4377,1,1,,31035
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,4,0.3948,1,1,,29438
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,4,0.5252,1,1,,21335
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,6,0.4302,1,1,,39878
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,META,meta-news,What's driving recent META headlines?,,,,,1,0.3928,1,1,,27751
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,7,0.4383,1,1,,18725
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,2,0.4027,1,0,,27866
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,6,0.5133,1,1,,13902
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,V,v-combined,Give me a balanced thesis on V right now.,,,,,5,0.4216,1,1,,26796
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,4,0.3995,1,1,,23904
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,4,0.4317,1,1,,21039
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,5,0.3838,1,1,,10687
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,4,0.3646,1,1,,33836
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,10,0.4084,1,1,,9649
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,5,0.4536,1,1,,18582
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,9,0.4808,1,1,,17881
20260509T070011Z-4e0b1e-bench-gptoss120b,80f6d56,b6537a1e8b,golden,,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,4,0.5147,1,1,,22389
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,7,0.3911,1,1,,4062
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,4,0.3638,1,1,,15629
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,5,0.3966,1,1,,23069
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,7,0.4381,1,1,,26942
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,2,0.4494,1,1,,21492
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,7,0.4265,1,1,,28178
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,4,0.3176,1,1,,63981
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,4,0.4938,1,1,,16952
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,0,0.2238,1,1,,105621
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,META,meta-news,What's driving recent META headlines?,,,,,1,0.4296,1,1,,16644
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,7,0.4419,1,1,,16137
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,4,0.3874,1,1,,25769
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,6,0.5799,1,1,,23955
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,V,v-combined,Give me a balanced thesis on V right now.,,,,,4,0.2222,1,1,,28945
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,1,0.3513,1,1,,23175
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,3,0.3807,1,1,,29061
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,4,0.3838,1,1,,13665
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,3,0.3074,1,1,,35298
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,4,0.2851,1,1,,8260
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,4,0.4443,1,1,,20883
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,5,0.533,1,1,,27809
20260509T071059Z-dedad3-bench-gptoss20b,80f6d56,b6537a1e8b,golden,,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,4,0.5064,1,1,,26955
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,7,0.4344,1,1,,3043
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,8,0.3209,1,1,,1940
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,4,0.3327,1,1,,2017
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,8,0.4558,1,1,,11773
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,8,0.4207,1,1,,13518
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,8,0.4694,1,1,,15018
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,8,0.5043,1,1,,17684
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,8,0.4301,1,1,,17105
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,8,0.3907,1,1,,26205
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,META,meta-news,What's driving recent META headlines?,,,,,8,0.4899,1,1,,19145
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,8,0.4316,1,1,,15104
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,8,0.5247,1,1,,18437
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,8,0.3903,1,1,,16420
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,V,v-combined,Give me a balanced thesis on V right now.,,,,,8,0.3809,1,1,,20381
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,8,0.3843,1,1,,15899
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,8,0.38,1,1,,20905
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,9,0.3922,1,1,,7570
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,8,0.3497,1,1,,46053
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,8,0.28,1,1,,450
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,9,0.5138,1,1,,1997
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,8,0.5414,1,1,,8951
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,8,0.4298,1,1,,14928
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,TSLA,tsla-overbought-rsi-regime,Give me a thesis on TSLA — is the technical setup bullish?,,,,,6,0.5245,1,1,,7284
20260518T182827Z-09b8ef,2d883af,68b102fbd9,golden,,NVDA,nvda-msft-rsi-regime-contrast,Compare NVDA vs MSFT on technical momentum.,,,,,6,0.3174,1,1,,8518
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,6,0.5203,1,1,,7024
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,6,0.3366,1,1,,12052
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,6,0.3705,1,1,,12766
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,8,0.4517,1,1,,12246
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,7,0.2649,1,1,,6227
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,8,0.4626,1,1,,11773
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,7,0.4676,1,1,,8256
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,6,0.4516,1,1,,12583
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,8,0.3857,1,1,,12980
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,META,meta-news,What's driving recent META headlines?,,,,,7,0.4243,1,1,,11409
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,8,0.4868,1,1,,12835
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,7,0.4031,1,1,,11839
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,7,0.4698,1,1,,11785
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,V,v-combined,Give me a balanced thesis on V right now.,,,,,8,0.2452,1,1,,7498
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,6,0.4438,1,1,,12742
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,7,0.2626,1,1,,11419
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,9,0.3922,1,1,,6020
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,6,0.354,1,1,,9394
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,8,0.2917,1,1,,5669
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,8,0.5358,1,1,,6980
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,9,0.5073,1,1,,6310
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,7,0.3481,1,1,,5380
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,TSLA,tsla-overbought-rsi-regime,Give me a thesis on TSLA — is the technical setup bullish?,,,,,6,0.3627,1,1,,7741
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,TSLA,tsla-focused-technical-no-signal-quote,Give me a technical analysis on TSLA.,,,,,8,0.5144,1,1,,6834
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,NVDA,nvda-msft-rsi-regime-contrast,Compare NVDA vs MSFT on technical momentum.,,,,,3,0.2851,1,1,,9008
20260518T203249Z-f41b28,cf91e5c,ae0400ebb7,golden,,NVDA,nvda-rsi-momentum-delta,Give me a balanced thesis on NVDA — is the technical momentum supporting further upside?,,,,,7,0.3799,1,1,,7101
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,0,0.4624,1,1,,5658
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,3,0.3103,1,1,,5703
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,3,0.4594,1,1,,10901
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,3,0.561,1,1,,9477
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,6,0.2082,1,1,,5653
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,0,0.1516,1,1,,11196
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,5,0.3786,1,1,,5609
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,5,0.2614,1,1,,11250
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,6,0.3249,1,1,,11072
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,META,meta-news,What's driving recent META headlines?,,,,,8,0.3101,1,1,,10414
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,2,0.3951,1,1,,11766
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,2,0.3202,1,1,,10919
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,2,0.3515,1,1,,9972
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,V,v-combined,Give me a balanced thesis on V right now.,,,,,6,0.3107,1,1,,5204
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,3,0.395,1,1,,11074
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,6,0.4345,1,1,,11767
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,0,0.2646,1,1,,6004
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,6,0.2823,1,1,,6279
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,8,0.2851,1,1,,5713
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,6,0.3183,1,1,,5637
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,0,0.3873,1,1,,5801
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,2,0.3264,1,1,,5338
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,TSLA,tsla-overbought-rsi-regime,Give me a thesis on TSLA — is the technical setup bullish?,,,,,0,0.4518,1,1,,5712
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,TSLA,tsla-focused-technical-no-signal-quote,Give me a technical analysis on TSLA.,,,,,0,0.2956,1,1,,6040
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,NVDA,nvda-msft-rsi-regime-contrast,Compare NVDA vs MSFT on technical momentum.,,,,,3,0.2359,1,1,,5971
20260519T072423Z-dbf64c,954a09d,04e0ea77b1,golden,,NVDA,nvda-rsi-momentum-delta,Give me a balanced thesis on NVDA — is the technical momentum supporting further upside?,,,,,6,0.487,1,1,,5761
20260519T133551Z-547887,f0238c9,085eb3b1cb,golden,,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,8,0.3432,1,1,,1632
20260519T133551Z-547887,f0238c9,085eb3b1cb,golden,,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,8,0.3185,1,1,,1567
20260519T133551Z-547887,f0238c9,085eb3b1cb,golden,,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,5,0.3992,1,1,,11136
20260519T133551Z-547887,f0238c9,085eb3b1cb,golden,,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,8,0.4348,1,1,,12662
20260519T133551Z-547887,f0238c9,085eb3b1cb,golden,,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,7,0.2879,1,1,,6687
20260519T133551Z-547887,f0238c9,085eb3b1cb,golden,,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,8,0.4498,1,1,,11056
20260519T133551Z-547887,f0238c9,085eb3b1cb,golden,,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,7,0.323,1,1,,7560
